,Station,LONGITUDE,LATITUDE,Depth,Protocol Label,Fraction,RUN,Region,ENA-SAMPLE,genome_name,genome_group,variable,val
48318,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,"gi|932822980|dbj|BBBE01000029.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00029, whole genome shotgun sequence",Euryarchaeota,n_count,0.0
48319,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,contig__157361,MGII,n_count,0.109989260417
48320,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,"gi|326783215|ref|NC_015285.1| Prochlorococcus phage Syn33, complete genome",Cyanophage,n_count,0.154806577573
48321,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,SAMEA2622656_647526 /station=TARA_122 /depth=5 /filter=0.1-0.22,Cyanophage,n_count,0.205316463693
48322,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,contig__157517,MGII,n_count,0.103378995499
48323,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,"gi|509140683|ref|NC_021330.1| Halovirus HCTV-1, complete genome",Halovirus,n_count,0.0
48325,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,contig__156040,MGII,n_count,0.139206138317
48326,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,contig__173007,MGII,n_count,0.20054657068
48327,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,"gi|265525079|gb|GU071092.1| Prochlorococcus phage P-SSM2, complete genome",Cyanophage,n_count,2.36027707527
48329,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,"gi|126177952|ref|NC_009051.1| Methanoculleus marisnigri JR1, complete genome",Euryarchaeota,n_count,0.000415462308853
48330,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,SAMEA2620094_1815 /station=TARA_039 /depth=25 /filter=0-0.22,Cyanophage,n_count,0.128001804256
48331,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,contig__154566,MGII_virus,n_count,0.0820347282508
48332,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,"gi|932822981|dbj|BBBE01000028.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00028, whole genome shotgun sequence",Euryarchaeota,n_count,0.0
48333,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,SAMEA2619888_3130 /station=TARA_034 /depth=5 /filter=0.1-0.22,Cyanophage,n_count,0.0890763114673
48336,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,"gi|509140160|ref|NC_021327.1| Halovirus HCTV-5, complete genome",Halovirus,n_count,0.0
48337,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,"gi|932822993|dbj|BBBE01000016.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00016, whole genome shotgun sequence",Euryarchaeota,n_count,0.0
48338,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,"gi|294083570|ref|NC_014010.1| Candidatus Puniceispirillum marinum IMCC1322, complete genome",SAR116,n_count,0.059678173492
48339,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,"gi|312281391|ref|NC_006884.2| Prochlorococcus phage P-SSM4, complete genome",Cyanophage,n_count,2.10703309849
48340,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,SAMEA2620078_1066 /station=TARA_039 /depth=5 /filter=0-0.22,Cyanophage,n_count,0.281138227848
48341,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,contig__160241,MGII,n_count,0.41613482075
48342,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,"ENA|CM001443|CM001443.1 uncultured marine group II euryarchaeote chromosome, whole genome shotgun sequence. ",MGII,n_count,0.888896272068
48343,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,SAMEA2619923_17,MGII_virus,n_count,0.00392823638545
48344,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,"gi|526244935|ref|NC_021864.1| Puniceispirillum phage HMO-2011, complete genome",SAR116_Phage,n_count,0.072303929542
48345,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,contig__154640,MGII,n_count,0.606027918167
48346,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,contig__3236544,MGII,n_count,0.104144671877
48347,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,"gi|932822983|dbj|BBBE01000026.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00026, whole genome shotgun sequence",Euryarchaeota,n_count,0.0
48348,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,SAMEA2622736_279440 /station=TARA_123 /depth=150 /filter=0.1-0.22,Cyanophage,n_count,0.276321256031
48349,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,contig__172640,MGII,n_count,0.154939059542
48350,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,"NZ_AFXB01000009.1 SAR116 cluster alpha proteobacterium HIMB100 contig9, whole genome shotgun sequence",SAR116,n_count,0.0126667208741
48351,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,gi|472341815|ref|NC_020857.1| Cyanophage MED4-117 genomic sequence,Cyanophage,n_count,0.0751166442272
48352,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,SAMEA2622694_4896 /station=TARA_122 /depth=115 /filter=0.1-0.22,Cyanophage,n_count,0.169600733054
48353,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,SAMEA2620894_1263 /station=TARA_065 /depth=30 /filter=0.1-0.22,Cyanophage,n_count,1.23465452434
48354,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,"gi|932822974|dbj|BBBE01000035.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00035, whole genome shotgun sequence",Euryarchaeota,n_count,0.0
48355,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,Z1,Group_D,n_count,0.0227677479662
48356,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,"gi|932822991|dbj|BBBE01000018.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00018, whole genome shotgun sequence",Euryarchaeota,n_count,0.0
48357,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,"gi|932822990|dbj|BBBE01000019.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00019, whole genome shotgun sequence",Euryarchaeota,n_count,0.0
48358,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,"gi|326781756|ref|NC_015279.1| Synechococcus phage S-SM2, complete genome",Cyanophage,n_count,0.824366490234
48359,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,"gi|932822986|dbj|BBBE01000023.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00023, whole genome shotgun sequence",Euryarchaeota,n_count,0.0
48360,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,gi|148241099|ref|NC_009482.1| Synechococcus sp. RCC307 genomic DNA sequence,Synechococcus,n_count,0.0767287073265
48361,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,"gi|932823002|dbj|BBBE01000007.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00007, whole genome shotgun sequence",Euryarchaeota,n_count,0.0
48362,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,contig__152245,MGII,n_count,0.656715299612
48364,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,contig__152209,MGII,n_count,0.914310007269
48365,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,"gi|388483859|ref|NC_006882.2| Prochlorococcus phage P-SSP7, complete genome",Cyanophage,n_count,0.620243395541
48366,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,contig__156257,MGII,n_count,0.293590365422
48367,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,"gi|932823003|dbj|BBBE01000006.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00006, whole genome shotgun sequence",Euryarchaeota,n_count,0.0
48368,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,"gi|294083570:675264-676151 Candidatus Puniceispirillum marinum IMCC1322, complete genome",SAR116,n_count,0.0
48369,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,contig__1205646,MGII,n_count,0.131884907515
48370,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,SAMEA2619791_5652 /station=TARA_025 /depth=50 /filter=0-0.22,Cyanophage,n_count,0.23389194247
48371,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,SAMEA2619791_458 /station=TARA_025 /depth=50 /filter=0-0.22,Cyanophage,n_count,0.727828422194
48372,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,"gi|966198239|ref|NC_028663.1| Cyanophage P-TIM40, complete genome",Cyanophage,n_count,1.63826269209
48373,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,Eury_MGII_archaea contig__155189,MGII,n_count,0.684301741085
48374,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,gi|663526170|gb|KF901053.1| Uncultured marine group II/III euryarchaeote KM3_74_A11 genomic sequence,MGII,n_count,0.10039741232
48375,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,"gi|288892655|gb|CP001899.1| Ferroglobus placidus DSM 10642, complete genome",Euryarchaeota,n_count,0.00255988654847
48376,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,SAMEA2619962_2313 /station=TARA_036 /depth=17 /filter=0-0.22,Cyanophage,n_count,0.0433462677849
48377,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,SAMEA2619962_238 /station=TARA_036 /depth=17 /filter=0-0.22,Cyanophage,n_count,0.372961296257
48378,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,SAMEA2621151_40,MGII_virus,n_count,0.0313003215143
48379,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,"gi|460042372|ref|NC_020483.1| Pelagibacter phage HTVC019P, complete genome",SAR11_Phage,n_count,0.108410634028
48380,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,contig__155189,MGII,n_count,0.704053953265
48381,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,"gi|932823000|dbj|BBBE01000009.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00009, whole genome shotgun sequence",Euryarchaeota,n_count,0.0
48382,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,contig__2314329,MGII,n_count,0.602181061264
48383,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,contig__175248,MGII,n_count,0.354903177622
48384,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,gi|148238336|ref|NC_009481.1| Synechococcus WH7803 complete genome sequence,Synechococcus,n_count,0.0821362185086
48385,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,gi|33862273|ref|NC_005071.1| Prochlorococcus marinus MIT9313 complete genome,Prochlorococcus,n_count,0.0773667927907
48387,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,SAMEA2622799_4583 /station=TARA_124 /depth=120 /filter=0.1-0.22,Cyanophage,n_count,0.201046194694
48388,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,contig__156027,MGII,n_count,0.674230091847
48389,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,"gi|932822984|dbj|BBBE01000025.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00025, whole genome shotgun sequence",Euryarchaeota,n_count,0.0
48390,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,"gi|343459436|gb|CP002838.1| Pyrolobus fumarii 1A, complete genome",Crenarchaeota,n_count,0.000114995675377
48391,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,contig__173319,MGII,n_count,0.165264059068
48392,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,contig__412943,MGII,n_count,0.164429313599
48393,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,"gi|932822998|dbj|BBBE01000011.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00011, whole genome shotgun sequence",Euryarchaeota,n_count,0.0
48394,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,"gi|932822994|dbj|BBBE01000015.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00015, whole genome shotgun sequence",Euryarchaeota,n_count,0.0
48395,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,"gi|932822997|dbj|BBBE01000012.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00012, whole genome shotgun sequence",Euryarchaeota,n_count,0.0
48396,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,gi|159887716|gb|CP000878.1| Prochlorococcus marinus_MIT 9211 genome,Prochlorococcus,n_count,0.175893625522
48397,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,SAMEA2621085_65,MGII_virus,n_count,0.631735262397
48398,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,gi|33864539|ref|NC_005070.1| Synechococcus sp. WH 8102 complete genome,Synechococcus,n_count,0.140511632903
48399,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,SAMEA2620014_177 /station=TARA_038 /depth=5 /filter=0-0.22,Cyanophage,n_count,0.432815369169
48400,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,"gi|932822978|dbj|BBBE01000031.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00031, whole genome shotgun sequence",Euryarchaeota,n_count,0.0
48401,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,"gi|932822975|dbj|BBBE01000034.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00034, whole genome shotgun sequence",Euryarchaeota,n_count,0.0
48402,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,"gi|418487144|ref|NC_019443.1| Synechococcus phage metaG-MbCM1, complete genome",Cyanophage,n_count,0.62770715867
48405,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,"gi|932822972|dbj|BBBE01000037.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00037, whole genome shotgun sequence",Euryarchaeota,n_count,0.0
48406,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,gi|472340512|ref|NC_020847.1| Cyanophage MED4-184 genomic sequence,Cyanophage,n_count,0.0929651854884
48407,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,contig__156895,MGII,n_count,0.182582905566
48408,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,contig__390204,MGII,n_count,1.78401951033
48409,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,"gi|932822989|dbj|BBBE01000020.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00020, whole genome shotgun sequence",Euryarchaeota,n_count,0.0
48410,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,"NZ_AFXB01000006.1 SAR116 cluster alpha proteobacterium HIMB100 contig6, whole genome shotgun sequence",SAR116,n_count,0.0224923204549
48411,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,"NZ_AFXB01000007.1 SAR116 cluster alpha proteobacterium HIMB100 contig7, whole genome shotgun sequence",SAR116,n_count,0.0146671236678
48412,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,"gi|312281379|ref|NC_006883.2| Prochlorococcus phage P-SSM2, complete genome",Cyanophage,n_count,2.37193049632
48413,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,"gi|460042436|ref|NC_020484.1| Pelagibacter phage HTVC008M, complete genome",SAR11_Phage,n_count,0.730279488823
48414,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,SAMEA2619950_1649 /station=TARA_036 /depth=5 /filter=0-0.22,Cyanophage,n_count,0.674107872443
48415,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,"gi|78183584|ref|NC_007513.1| Synechococcus sp. CC9902, complete genome",Synechococcus,n_count,1.50277200662
48416,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,"gi|255928922|ref|NC_013085.1| Synechococcus phage S-RSM4, complete genome",Cyanophage,n_count,0.202700405965
48417,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,"gi|124024712|ref|NC_008819.1| Prochlorococcus marinus_NATL1A, complete genome",Prochlorococcus,n_count,0.420862522783
48418,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,contig__172500,MGII,n_count,0.178464249558
48419,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,"gi|331028007|ref|NC_015465.1| Synechococcus phage S-CBS3, complete genome",Cyanophage,n_count,0.0
48420,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,contig__157756,MGII,n_count,0.423673797234
48423,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,contig__158556,MGII,n_count,0.0665445046371
48424,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,gi|663515939|gb|KF900769.1| Uncultured marine group II/III euryarchaeote KM3_192_B10 genomic sequence,MGII,n_count,0.039574678351
48425,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,"gi|757142838|ref|NZ_AUMX01000001.1| [strain=DSM 4179], whole genome shotgun sequence",Euryarchaeota,n_count,0.0
48426,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,"gi|564614004|ref|NZ_AZAL01000001.1| Candidatus Pelagibacter ubique HIMB083 Pelub83DRAFT_scaffold_0.1_C, whole genome shotgun sequence",SAR11,n_count,21.2178740103
48427,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,"gi|422936140|ref|NC_019516.1| Cyanophage S-TIM5, complete genome",Cyanophage,n_count,0.0719638908553
48428,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,"gi|472340220|ref|NC_020845.1| Cyanophage MED4-213, complete genome",Cyanophage,n_count,4.08077194807
48430,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,"gi|460042257|ref|NC_020481.1| Pelagibacter phage HTVC010P, complete genome",SAR11_Phage,n_count,0.833138272475
48431,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,"gi|124021714|ref|NC_008820.1| Prochlorococcus marinus_MIT 9303, complete genome",Prochlorococcus,n_count,0.0720077017115
48432,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,contig__402223,MGII,n_count,0.0797092877734
48433,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,contig__155688,MGII_virus,n_count,0.0190314138651
48434,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,"gi|932823004|dbj|BBBE01000005.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00005, whole genome shotgun sequence",Euryarchaeota,n_count,0.0
48435,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,"gi|372217768|ref|NC_016658.1| Cyanophage NATL1A-7, complete genome",Cyanophage,n_count,0.593262116104
48436,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,"gi|162958048|ref|NC_007335.2| Prochlorococcus marinus_NATL2A, complete genome",Prochlorococcus,n_count,2.12973987815
48437,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,contig__154932,MGII,n_count,0.264368552774
48438,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,SAMEA2621173_1423 /station=TARA_072 /depth=100 /filter=0-0.22,Cyanophage,n_count,0.661187939484
48439,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,"gi|326782024|ref|NC_015280.1| Prochlorococcus phage P-HM1, complete genome",Cyanophage,n_count,15.6182419939
48441,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,"NZ_AFXB01000001.1 SAR116 cluster alpha proteobacterium HIMB100 contig1, whole genome shotgun sequence",SAR116,n_count,0.048836730614
48442,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,"NZ_AFXB01000004.1 SAR116 cluster alpha proteobacterium HIMB100 contig4, whole genome shotgun sequence",SAR116,n_count,0.0245180418869
48443,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,"gi|326783443|ref|NC_015286.1| Synechococcus phage Syn19, complete genome",Cyanophage,n_count,0.204950010197
48444,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,contig__167199,MGII,n_count,0.219906352905
48445,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,"gi|902974237|ref|NZ_LN847356.1| Synechococcus sp. WH 8103 genome assembly WH8103.1, chromosome : 1",Synechococcus,n_count,0.181747348312
48446,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,contig__152314,MGII,n_count,0.206133410416
48447,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,SAMEA2622799_8590 /station=TARA_124 /depth=120 /filter=0.1-0.22,Cyanophage,n_count,0.340090864751
48448,TARA_151,,,5.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598976,NAO,ERS494518,"gi|932822996|dbj|BBBE01000013.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00013, whole genome shotgun sequence",Euryarchaeota,n_count,0.0
